matcher,modality,pair_id,identity1,identity2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
ORB,iris,MMU-Iris_genuine_92,25,25,21,16,0.7619,True,0.7619,True,True,1.5131
SIFT,iris,MMU-Iris_genuine_92,25,25,10,8,0.8000,True,0.8000,True,True,1.4568
LoFTR_indoor,iris,MMU-Iris_genuine_93,40,40,709,497,0.7010,True,0.7010,True,True,1.4729
ORB,iris,MMU-Iris_genuine_93,40,40,32,20,0.6250,True,0.6250,True,True,1.4316
SIFT,iris,MMU-Iris_genuine_93,40,40,10,8,0.8000,True,0.8000,True,True,0.6474
LoFTR_indoor,iris,MMU-Iris_genuine_94,20,20,286,213,0.7448,True,0.7448,True,True,1.6357
ORB,iris,MMU-Iris_genuine_94,20,20,0,0,,False,,True,False,
SIFT,iris,MMU-Iris_genuine_94,20,20,3,0,,False,,True,False,
LoFTR_indoor,iris,MMU-Iris_genuine_95,26,26,486,315,0.6481,True,0.6481,True,True,2.2501
ORB,iris,MMU-Iris_genuine_95,26,26,9,5,0.5556,True,0.5556,True,True,1.1605
SIFT,iris,MMU-Iris_genuine_95,26,26,10,9,0.9000,True,0.9000,True,True,1.3045
LoFTR_indoor,iris,MMU-Iris_genuine_96,22,22,439,235,0.5353,True,0.5353,True,True,1.5739
ORB,iris,MMU-Iris_genuine_96,22,22,26,21,0.8077,True,0.8077,True,True,1.3239
SIFT,iris,MMU-Iris_genuine_96,22,22,6,5,0.8333,True,0.8333,True,True,0.8299
LoFTR_indoor,iris,MMU-Iris_genuine_97,42,42,779,519,0.6662,True,0.6662,True,True,1.7537
ORB,iris,MMU-Iris_genuine_97,42,42,18,16,0.8889,True,0.8889,True,True,0.7493
SIFT,iris,MMU-Iris_genuine_97,42,42,5,5,1.0000,True,1.0000,True,True,0.5324
LoFTR_indoor,iris,MMU-Iris_genuine_98,2,2,272,103,0.3787,False,0.3787,True,False,2.0865
ORB,iris,MMU-Iris_genuine_98,2,2,4,4,1.0000,True,1.0000,True,True,inf
SIFT,iris,MMU-Iris_genuine_98,2,2,2,0,,False,,True,False,
LoFTR_indoor,iris,MMU-Iris_genuine_99,29,29,800,554,0.6925,True,0.6925,True,True,1.4961
ORB,iris,MMU-Iris_genuine_99,29,29,12,8,0.6667,True,0.6667,True,True,1.2030
SIFT,iris,MMU-Iris_genuine_99,29,29,3,0,,False,,True,False,
LoFTR_indoor,iris,MMU-Iris_impostor_0,42,36,88,33,0.3750,False,0.3750,False,True,2.4464
ORB,iris,MMU-Iris_impostor_0,42,36,9,6,0.6667,True,0.6667,False,False,2.0945
SIFT,iris,MMU-Iris_impostor_0,42,36,5,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_1,7,1,127,52,0.4094,False,0.4094,False,True,2.2390
ORB,iris,MMU-Iris_impostor_1,7,1,4,4,1.0000,True,1.0000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_1,7,1,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_2,17,5,220,75,0.3409,False,0.3409,False,True,2.7171
ORB,iris,MMU-Iris_impostor_2,17,5,4,4,1.0000,True,1.0000,False,False,inf
SIFT,iris,MMU-Iris_impostor_2,17,5,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_3,39,31,174,65,0.3736,False,0.3736,False,True,1.8991
ORB,iris,MMU-Iris_impostor_3,39,31,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_3,39,31,7,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_4,38,7,111,41,0.3694,False,0.3694,False,True,1.7702
ORB,iris,MMU-Iris_impostor_4,38,7,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_4,38,7,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_5,19,8,113,34,0.3009,False,0.3009,False,True,1.9324
ORB,iris,MMU-Iris_impostor_5,19,8,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_5,19,8,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_6,46,11,164,66,0.4024,False,0.4024,False,True,1.3940
ORB,iris,MMU-Iris_impostor_6,46,11,5,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_6,46,11,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_7,37,11,193,75,0.3886,False,0.3886,False,True,2.4046
ORB,iris,MMU-Iris_impostor_7,37,11,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_7,37,11,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_8,43,35,56,18,0.3214,False,0.3214,False,True,1.6224
ORB,iris,MMU-Iris_impostor_8,43,35,9,4,0.4444,False,0.4444,False,True,0.0000
SIFT,iris,MMU-Iris_impostor_8,43,35,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_9,28,46,414,164,0.3961,False,0.3961,False,True,2.3719
ORB,iris,MMU-Iris_impostor_9,28,46,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_9,28,46,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_10,14,34,159,65,0.4088,False,0.4088,False,True,1.5879
ORB,iris,MMU-Iris_impostor_10,14,34,6,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_10,14,34,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_11,41,42,172,68,0.3953,False,0.3953,False,True,2.2065
ORB,iris,MMU-Iris_impostor_11,41,42,4,4,1.0000,True,1.0000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_11,41,42,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_12,5,8,105,44,0.4190,False,0.4190,False,True,2.3216
ORB,iris,MMU-Iris_impostor_12,5,8,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_12,5,8,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_13,46,3,189,79,0.4180,False,0.4180,False,True,2.3940
ORB,iris,MMU-Iris_impostor_13,46,3,10,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_13,46,3,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_14,17,25,27,13,0.4815,True,0.4815,False,False,1.7501
ORB,iris,MMU-Iris_impostor_14,17,25,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_14,17,25,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_15,28,16,96,37,0.3854,False,0.3854,False,True,1.9763
ORB,iris,MMU-Iris_impostor_15,28,16,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_15,28,16,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_16,45,18,163,75,0.4601,True,0.4601,False,False,1.8915
ORB,iris,MMU-Iris_impostor_16,45,18,6,4,0.6667,True,0.6667,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_16,45,18,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_17,34,21,217,97,0.4470,False,0.4470,False,True,2.0564
ORB,iris,MMU-Iris_impostor_17,34,21,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_17,34,21,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_18,29,27,254,75,0.2953,False,0.2953,False,True,2.6041
ORB,iris,MMU-Iris_impostor_18,29,27,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_18,29,27,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_19,10,36,55,24,0.4364,False,0.4364,False,True,1.7641
ORB,iris,MMU-Iris_impostor_19,10,36,7,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_19,10,36,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_20,28,7,149,58,0.3893,False,0.3893,False,True,2.4548
ORB,iris,MMU-Iris_impostor_20,28,7,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_20,28,7,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_21,44,32,28,13,0.4643,True,0.4643,False,False,2.1256
ORB,iris,MMU-Iris_impostor_21,44,32,9,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_21,44,32,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_22,9,6,134,60,0.4478,False,0.4478,False,True,1.9979
ORB,iris,MMU-Iris_impostor_22,9,6,18,9,0.5000,True,0.5000,False,False,7.8732
SIFT,iris,MMU-Iris_impostor_22,9,6,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_23,15,38,39,12,0.3077,False,0.3077,False,True,1.3985
ORB,iris,MMU-Iris_impostor_23,15,38,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_23,15,38,5,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_24,33,11,202,84,0.4158,False,0.4158,False,True,2.6563
ORB,iris,MMU-Iris_impostor_24,33,11,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_24,33,11,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_25,26,10,102,42,0.4118,False,0.4118,False,True,1.5342
ORB,iris,MMU-Iris_impostor_25,26,10,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_25,26,10,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_26,9,37,221,81,0.3665,False,0.3665,False,True,2.0530
ORB,iris,MMU-Iris_impostor_26,9,37,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_26,9,37,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_27,19,5,149,42,0.2819,False,0.2819,False,True,2.6053
ORB,iris,MMU-Iris_impostor_27,19,5,6,5,0.8333,True,0.8333,False,False,0.3983
SIFT,iris,MMU-Iris_impostor_27,19,5,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_28,3,32,107,47,0.4393,False,0.4393,False,True,2.3906
ORB,iris,MMU-Iris_impostor_28,3,32,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_28,3,32,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_29,43,40,99,39,0.3939,False,0.3939,False,True,1.8037
ORB,iris,MMU-Iris_impostor_29,43,40,5,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_29,43,40,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_30,1,2,136,51,0.3750,False,0.3750,False,True,2.5056
ORB,iris,MMU-Iris_impostor_30,1,2,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_30,1,2,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_31,32,36,258,94,0.3643,False,0.3643,False,True,2.4160
ORB,iris,MMU-Iris_impostor_31,32,36,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_31,32,36,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_32,28,45,174,41,0.2356,False,0.2356,False,True,2.9862
ORB,iris,MMU-Iris_impostor_32,28,45,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_32,28,45,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_33,45,46,199,55,0.2764,False,0.2764,False,True,1.9191
ORB,iris,MMU-Iris_impostor_33,45,46,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_33,45,46,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_34,29,30,78,33,0.4231,False,0.4231,False,True,2.1260
ORB,iris,MMU-Iris_impostor_34,29,30,4,4,1.0000,True,1.0000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_34,29,30,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_35,24,35,91,32,0.3516,False,0.3516,False,True,2.1754
ORB,iris,MMU-Iris_impostor_35,24,35,6,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_35,24,35,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_36,26,6,185,75,0.4054,False,0.4054,False,True,2.2358
ORB,iris,MMU-Iris_impostor_36,26,6,6,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_36,26,6,5,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_37,15,17,71,26,0.3662,False,0.3662,False,True,2.1378
ORB,iris,MMU-Iris_impostor_37,15,17,7,4,0.5714,True,0.5714,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_37,15,17,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_38,12,36,135,41,0.3037,False,0.3037,False,True,1.7533
ORB,iris,MMU-Iris_impostor_38,12,36,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_38,12,36,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_39,14,18,209,63,0.3014,False,0.3014,False,True,2.2697
ORB,iris,MMU-Iris_impostor_39,14,18,10,5,0.5000,True,0.5000,False,False,5.1680
SIFT,iris,MMU-Iris_impostor_39,14,18,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_40,21,37,253,104,0.4111,False,0.4111,False,True,2.0797
ORB,iris,MMU-Iris_impostor_40,21,37,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_40,21,37,7,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_41,25,45,103,27,0.2621,False,0.2621,False,True,2.1441
ORB,iris,MMU-Iris_impostor_41,25,45,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_41,25,45,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_42,12,35,168,63,0.3750,False,0.3750,False,True,2.4113
ORB,iris,MMU-Iris_impostor_42,12,35,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_42,12,35,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_43,5,32,106,48,0.4528,True,0.4528,False,False,2.6439
ORB,iris,MMU-Iris_impostor_43,5,32,18,9,0.5000,True,0.5000,False,False,18.9276
SIFT,iris,MMU-Iris_impostor_43,5,32,11,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_44,12,30,146,58,0.3973,False,0.3973,False,True,2.0765
ORB,iris,MMU-Iris_impostor_44,12,30,4,4,1.0000,True,1.0000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_44,12,30,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_45,34,17,117,47,0.4017,False,0.4017,False,True,2.4804
ORB,iris,MMU-Iris_impostor_45,34,17,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_45,34,17,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_46,37,24,240,78,0.3250,False,0.3250,False,True,1.9821
ORB,iris,MMU-Iris_impostor_46,37,24,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_46,37,24,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_47,28,35,180,67,0.3722,False,0.3722,False,True,2.8363
ORB,iris,MMU-Iris_impostor_47,28,35,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_47,28,35,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_48,10,35,128,45,0.3516,False,0.3516,False,True,2.0726
ORB,iris,MMU-Iris_impostor_48,10,35,17,6,0.3529,False,0.3529,False,True,0.0585
SIFT,iris,MMU-Iris_impostor_48,10,35,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_49,38,16,117,46,0.3932,False,0.3932,False,True,2.4077
ORB,iris,MMU-Iris_impostor_49,38,16,6,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_49,38,16,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_50,34,15,240,122,0.5083,True,0.5083,False,False,2.5213
ORB,iris,MMU-Iris_impostor_50,34,15,8,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_50,34,15,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_51,12,6,205,74,0.3610,False,0.3610,False,True,2.3055
ORB,iris,MMU-Iris_impostor_51,12,6,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_51,12,6,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_52,28,35,126,42,0.3333,False,0.3333,False,True,2.3063
ORB,iris,MMU-Iris_impostor_52,28,35,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_52,28,35,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_53,26,11,170,86,0.5059,True,0.5059,False,False,1.8645
ORB,iris,MMU-Iris_impostor_53,26,11,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_53,26,11,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_54,43,38,72,20,0.2778,False,0.2778,False,True,2.6241
ORB,iris,MMU-Iris_impostor_54,43,38,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_54,43,38,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_55,34,1,184,76,0.4130,False,0.4130,False,True,1.8610
ORB,iris,MMU-Iris_impostor_55,34,1,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_55,34,1,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_56,22,13,133,40,0.3008,False,0.3008,False,True,2.1914
ORB,iris,MMU-Iris_impostor_56,22,13,9,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_56,22,13,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_57,25,33,50,12,0.2400,False,0.2400,False,True,1.9825
ORB,iris,MMU-Iris_impostor_57,25,33,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_57,25,33,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_58,13,37,293,127,0.4334,False,0.4334,False,True,2.2274
ORB,iris,MMU-Iris_impostor_58,13,37,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_58,13,37,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_59,24,33,144,50,0.3472,False,0.3472,False,True,1.8501
ORB,iris,MMU-Iris_impostor_59,24,33,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_59,24,33,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_60,23,9,90,33,0.3667,False,0.3667,False,True,1.9584
ORB,iris,MMU-Iris_impostor_60,23,9,8,5,0.6250,True,0.6250,False,False,2.4278
SIFT,iris,MMU-Iris_impostor_60,23,9,4,4,1.0000,True,1.0000,False,False,inf
LoFTR_indoor,iris,MMU-Iris_impostor_61,25,12,128,32,0.2500,False,0.2500,False,True,2.4777
ORB,iris,MMU-Iris_impostor_61,25,12,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_61,25,12,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_62,35,30,82,20,0.2439,False,0.2439,False,True,2.4517
ORB,iris,MMU-Iris_impostor_62,35,30,9,5,0.5556,True,0.5556,False,False,28.2903
SIFT,iris,MMU-Iris_impostor_62,35,30,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_63,36,28,379,170,0.4485,False,0.4485,False,True,2.6490
ORB,iris,MMU-Iris_impostor_63,36,28,5,4,0.8000,True,0.8000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_63,36,28,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_64,43,7,95,33,0.3474,False,0.3474,False,True,2.2830
ORB,iris,MMU-Iris_impostor_64,43,7,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_64,43,7,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_65,28,6,236,86,0.3644,False,0.3644,False,True,2.6396
ORB,iris,MMU-Iris_impostor_65,28,6,4,4,1.0000,True,1.0000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_65,28,6,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_66,43,6,108,34,0.3148,False,0.3148,False,True,2.6835
ORB,iris,MMU-Iris_impostor_66,43,6,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_66,43,6,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_67,41,32,132,54,0.4091,False,0.4091,False,True,2.4877
ORB,iris,MMU-Iris_impostor_67,41,32,4,4,1.0000,True,1.0000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_67,41,32,5,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_68,8,6,218,73,0.3349,False,0.3349,False,True,2.7089
ORB,iris,MMU-Iris_impostor_68,8,6,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_68,8,6,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_69,5,25,86,40,0.4651,True,0.4651,False,False,2.1613
ORB,iris,MMU-Iris_impostor_69,5,25,10,5,0.5000,True,0.5000,False,False,48.4113
SIFT,iris,MMU-Iris_impostor_69,5,25,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_70,23,35,140,58,0.4143,False,0.4143,False,True,1.7175
ORB,iris,MMU-Iris_impostor_70,23,35,9,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_70,23,35,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_71,37,22,206,65,0.3155,False,0.3155,False,True,1.7130
ORB,iris,MMU-Iris_impostor_71,37,22,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_71,37,22,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_72,39,32,203,71,0.3498,False,0.3498,False,True,2.3883
ORB,iris,MMU-Iris_impostor_72,39,32,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_72,39,32,6,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_73,41,21,152,58,0.3816,False,0.3816,False,True,2.6245
ORB,iris,MMU-Iris_impostor_73,41,21,5,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_73,41,21,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_74,22,1,154,57,0.3701,False,0.3701,False,True,2.0447
ORB,iris,MMU-Iris_impostor_74,22,1,7,5,0.7143,True,0.7143,False,False,80.6108
SIFT,iris,MMU-Iris_impostor_74,22,1,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_75,32,14,264,114,0.4318,False,0.4318,False,True,2.1036
ORB,iris,MMU-Iris_impostor_75,32,14,5,4,0.8000,True,0.8000,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_75,32,14,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_76,14,19,233,112,0.4807,True,0.4807,False,False,2.1629
ORB,iris,MMU-Iris_impostor_76,14,19,10,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_76,14,19,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_77,19,5,170,69,0.4059,False,0.4059,False,True,2.5436
ORB,iris,MMU-Iris_impostor_77,19,5,6,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_77,19,5,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_78,18,38,127,54,0.4252,False,0.4252,False,True,2.3272
ORB,iris,MMU-Iris_impostor_78,18,38,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_78,18,38,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_79,36,9,78,35,0.4487,False,0.4487,False,True,1.9435
ORB,iris,MMU-Iris_impostor_79,36,9,9,7,0.7778,True,0.7778,False,False,0.4829
SIFT,iris,MMU-Iris_impostor_79,36,9,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_80,44,10,119,40,0.3361,False,0.3361,False,True,2.3495
ORB,iris,MMU-Iris_impostor_80,44,10,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_80,44,10,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_81,36,42,205,92,0.4488,False,0.4488,False,True,1.6331
ORB,iris,MMU-Iris_impostor_81,36,42,8,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_81,36,42,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_82,16,8,166,59,0.3554,False,0.3554,False,True,1.9586
ORB,iris,MMU-Iris_impostor_82,16,8,6,4,0.6667,True,0.6667,False,False,0.0000
SIFT,iris,MMU-Iris_impostor_82,16,8,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_83,18,19,221,76,0.3439,False,0.3439,False,True,1.7115
ORB,iris,MMU-Iris_impostor_83,18,19,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_83,18,19,4,4,1.0000,True,1.0000,False,False,0.0000
LoFTR_indoor,iris,MMU-Iris_impostor_84,27,32,129,52,0.4031,False,0.4031,False,True,2.3200
ORB,iris,MMU-Iris_impostor_84,27,32,1,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_84,27,32,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_85,42,40,219,72,0.3288,False,0.3288,False,True,2.3617
ORB,iris,MMU-Iris_impostor_85,42,40,8,6,0.7500,True,0.7500,False,False,0.3513
SIFT,iris,MMU-Iris_impostor_85,42,40,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_86,19,10,34,12,0.3529,False,0.3529,False,True,1.7528
ORB,iris,MMU-Iris_impostor_86,19,10,3,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_86,19,10,1,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_87,13,10,94,27,0.2872,False,0.2872,False,True,2.1828
ORB,iris,MMU-Iris_impostor_87,13,10,5,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_87,13,10,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_88,38,26,123,46,0.3740,False,0.3740,False,True,2.2921
ORB,iris,MMU-Iris_impostor_88,38,26,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_88,38,26,0,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_89,25,18,142,34,0.2394,False,0.2394,False,True,2.1957
ORB,iris,MMU-Iris_impostor_89,25,18,0,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_89,25,18,2,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_90,22,14,223,59,0.2646,False,0.2646,False,True,2.4419
ORB,iris,MMU-Iris_impostor_90,22,14,11,4,0.3636,False,0.3636,False,True,0.0000
SIFT,iris,MMU-Iris_impostor_90,22,14,3,0,,False,,False,True,
LoFTR_indoor,iris,MMU-Iris_impostor_91,5,7,225,91,0.4044,False,0.4044,False,True,2.4235
ORB,iris,MMU-Iris_impostor_91,5,7,16,6,0.3750,False,0.3750,False,True,20.0605
SIFT,iris,MMU-Iris_impostor_91,5,7,5,4,0.8000,True,0.8000,False,False,0.0000
LoFTR_indoor,iris,MMU-Iris_impostor_92,6,30,167,57,0.3413,False,0.3413,False,True,2.4489
ORB,iris,MMU-Iris_impostor_92,6,30,2,0,,False,,False,True,
SIFT,iris,MMU-Iris_impostor_92,6,30,0,0,,False,,False,True,
